"Df","Sum Sq","Mean Sq","F value","Pr(>F)","factor","GDD","Year"
391,5.01833214376306,0.0128346090633326,2.58700659963995,5.59589089626425e-17,"taxa","1000",2018
1,0.088476369344086,0.088476369344086,17.833729899826,3.23989980758375e-05,"Rep","1000",2018
2,0.0197770339951304,0.0098885169975652,1.99317786830279,0.138143488376277,"Rep:Block","1000",2018
287,1.42385906618449,0.00496118141527698,NA,NA,"Residuals","1000",2018
391,4.47497578412321,0.0114449508545351,2.69269089499644,3.3213073936193e-18,"taxa","1050",2018
1,0.0807626332521491,0.0807626332521491,19.0012879896139,1.82197425886464e-05,"Rep","1050",2018
2,0.0217093422993181,0.010854671149659,2.55381386467778,0.07955113050682,"Rep:Block","1050",2018
287,1.21985813572408,0.00425037677952641,NA,NA,"Residuals","1050",2018
391,4.10202798012626,0.0104911201537756,2.64102753827231,1.3173401015508e-17,"taxa","1100",2018
1,0.0766960627134439,0.0766960627134439,19.3074152935298,1.56770542646152e-05,"Rep","1100",2018
2,0.0231813372621654,0.0115906686310827,2.9178271331362,0.0556563721252436,"Rep:Block","1100",2018
287,1.14006818955901,0.00397236302982233,NA,NA,"Residuals","1100",2018
391,3.89999680505141,0.00997441638120566,2.47988837371778,1.00002330205793e-15,"taxa","1150",2018
1,0.0749557732351066,0.0749557732351066,18.6358723643236,2.18075283467763e-05,"Rep","1150",2018
2,0.0240258183009745,0.0120129091504872,2.98670845473771,0.0520239297708305,"Rep:Block","1150",2018
287,1.1543493375528,0.00402212312736169,NA,NA,"Residuals","1150",2018
391,3.75339836776598,0.00959948431653703,2.33916870756433,4.51635994600477e-14,"taxa","1200",2018
1,0.0744087946025343,0.0744087946025343,18.1316743860903,2.79628170983e-05,"Rep","1200",2018
2,0.0238154942144565,0.0119077471072283,2.90163809766673,0.0565465318038565,"Rep:Block","1200",2018
287,1.1777910630973,0.00410380161357943,NA,NA,"Residuals","1200",2018
391,3.50281085187165,0.00895859552908349,2.30149270085211,1.25600735723213e-13,"taxa","1250",2018
1,0.0739896497718709,0.0739896497718709,19.0081847467876,1.81580993112604e-05,"Rep","1250",2018
2,0.022024442321393,0.0110122211606965,2.82907589021434,0.0607158963823499,"Rep:Block","1250",2018
287,1.1171518883788,0.00389251529051847,NA,NA,"Residuals","1250",2018
391,2.96492636213153,0.00758293187245917,2.34211738987277,4.16904508891767e-14,"taxa","1300",2018
1,0.0724976217399488,0.0724976217399488,22.3921226588162,3.49386426984472e-06,"Rep","1300",2018
2,0.0165980473333517,0.00829902366667583,2.56329451135944,0.0788135861266663,"Rep:Block","1300",2018
287,0.929202548431616,0.00323763954157357,NA,NA,"Residuals","1300",2018
391,2.62825492285756,0.00672187959810119,2.02616092039885,2.18259063058258e-10,"taxa","1350",2018
1,0.070670053961549,0.070670053961549,21.3019140687698,5.92313649112999e-06,"Rep","1350",2018
2,0.00958649544890337,0.00479324772445169,1.44481778933055,0.237498794405539,"Rep:Block","1350",2018
287,0.952135353728609,0.00331754478651083,NA,NA,"Residuals","1350",2018
391,2.47770297032055,0.00633683624122903,1.95857913616673,1.45905906969207e-09,"taxa","1400",2018
1,0.0775444268267087,0.0775444268267087,23.9673065118285,1.64324708345228e-06,"Rep","1400",2018
2,0.0116670003711518,0.0058335001855759,1.80300883900982,0.16667696337744,"Rep:Block","1400",2018
285,0.922096174415968,0.00323542517338936,NA,NA,"Residuals","1400",2018
391,2.28531707214955,0.00584480069603464,1.95256299023121,1.71202706682212e-09,"taxa","1450",2018
1,0.108075990471502,0.108075990471502,36.1047690249565,5.69751303880467e-09,"Rep","1450",2018
2,0.0179758749023882,0.00898793745119408,3.00258553514424,0.0512320694639859,"Rep:Block","1450",2018
285,0.853118801648812,0.00299339930403092,NA,NA,"Residuals","1450",2018
390,2.25213953885193,0.00577471676628701,1.8415994828458,3.7259950605905e-08,"taxa","1500",2018
1,0.127932680232307,0.127932680232307,40.798668972016,6.97147526677984e-10,"Rep","1500",2018
2,0.0229093498015246,0.0114546749007623,3.65297974379687,0.0271521600670648,"Rep:Block","1500",2018
281,0.881133724483414,0.00313570720456731,NA,NA,"Residuals","1500",2018
390,2.14250429312087,0.00549360075159198,1.84462985818978,3.44561339682031e-08,"taxa","1550",2018
1,0.131027520834529,0.131027520834529,43.9961489931563,1.6845185522034e-10,"Rep","1550",2018
2,0.0249849753231743,0.0124924876615872,4.19470157836884,0.0160298426684666,"Rep:Block","1550",2018
281,0.836862639051203,0.00297815885783346,NA,NA,"Residuals","1550",2018
390,2.00299481299988,0.00513588413589714,1.85483582239433,2.6466005643572e-08,"taxa","1600",2018
1,0.124927125769267,0.124927125769267,45.1177055272725,1.02746525471236e-10,"Rep","1600",2018
2,0.0260462469818053,0.0130231234909026,4.70332961788511,0.00979072257965249,"Rep:Block","1600",2018
281,0.778065327811143,0.00276891575733503,NA,NA,"Residuals","1600",2018
390,2.00896822473588,0.00515120057624585,1.82797405249346,5.29350315373321e-08,"taxa","1650",2018
1,0.118661024445186,0.118661024445186,42.1084891798513,3.88848714312051e-10,"Rep","1650",2018
2,0.0267910016293799,0.01339550081469,4.75357686950211,0.00932616598283051,"Rep:Block","1650",2018
281,0.79185334165473,0.00281798342225883,NA,NA,"Residuals","1650",2018
402,0.126500094742456,0.000314676852593174,2.44060256190205,6.25378595821467e-17,"taxa","300",2019
1,9.49001235922633e-05,9.49001235922633e-05,0.736035977401672,0.391547037757225,"Rep","300",2019
2,0.00415842585987747,0.00207921292993873,16.1261699477746,2.05797194369168e-07,"Rep:Block","300",2019
335,0.0431929177098619,0.000128934082716006,NA,NA,"Residuals","300",2019
402,0.171390682527745,0.0004263449814123,3.67635239560362,1.51916378879782e-32,"taxa","350",2019
1,0.000378441975130999,0.000378441975130999,3.26328706218395,0.0717442454184203,"Rep","350",2019
2,0.00593689045173226,0.00296844522586613,25.5967612921836,4.52032996893152e-11,"Rep:Block","350",2019
335,0.0388498036651544,0.000115969563179565,NA,NA,"Residuals","350",2019
402,0.319339658951553,0.000794377261073516,4.57319299541085,1.45667377828035e-42,"taxa","400",2019
1,0.00435480597512016,0.00435480597512016,25.0704157302783,8.95428649140827e-07,"Rep","400",2019
2,0.00949028596654658,0.00474514298327329,27.3175677561597,1.02275428589212e-11,"Rep:Block","400",2019
335,0.058190499007296,0.000173702982111331,NA,NA,"Residuals","400",2019
402,0.415630214191696,0.00103390600545198,4.75277159921217,1.94655213079725e-44,"taxa","450",2019
1,0.0061603733559794,0.0061603733559794,28.3186743983006,1.88760986023788e-07,"Rep","450",2019
2,0.0131010793198606,0.00655053965993031,30.1122333085004,9.41163314636188e-13,"Rep:Block","450",2019
335,0.0728750592357156,0.000217537490255867,NA,NA,"Residuals","450",2019
402,0.59595632968372,0.00148247843204905,4.82766295108212,3.31109514496705e-45,"taxa","500",2019
1,0.00698112973071684,0.00698112973071684,22.7339168173236,2.77940903005961e-06,"Rep","500",2019
2,0.0207516652829504,0.0103758326414752,33.7887025854693,4.29270755687959e-14,"Rep:Block","500",2019
335,0.102871778698866,0.000307079936414525,NA,NA,"Residuals","500",2019
402,0.73656095344098,0.00183224117771388,4.79156592995242,7.76022580180745e-45,"taxa","550",2019
1,0.00475369065550851,0.00475369065550851,12.4315633026476,0.00048090098416345,"Rep","550",2019
2,0.0193221988671037,0.00966109943355183,25.2651209102552,6.02857521655169e-11,"Rep:Block","550",2019
335,0.12810025021199,0.000382388806602955,NA,NA,"Residuals","550",2019
402,0.876361236478319,0.00218000307581672,4.23676656653417,6.16344317621718e-39,"taxa","600",2019
1,0.0053673820296505,0.0053673820296505,10.4313360771384,0.00136171176355798,"Rep","600",2019
2,0.015515563657673,0.00775778182883652,15.0770019765074,5.37358275069847e-07,"Rep:Block","600",2019
335,0.172372260526974,0.000514544061274549,NA,NA,"Residuals","600",2019
402,1.23847463138859,0.00308078266514574,5.18322835678289,9.17686586938688e-49,"taxa","650",2019
1,0.0151219290644655,0.0151219290644655,25.4417205156824,7.48685905434184e-07,"Rep","650",2019
2,0.0229584229538607,0.0114792114769303,19.3130710302533,1.15282894816145e-08,"Rep:Block","650",2019
335,0.199115709704984,0.000594375252850699,NA,NA,"Residuals","650",2019
402,1.78887385263961,0.00444993495681494,5.55096416883913,2.76105520246805e-52,"taxa","700",2019
1,0.0295968173919924,0.0295968173919924,36.9198369075076,3.34526114995646e-09,"Rep","700",2019
2,0.0362250939579458,0.0181125469789729,22.594060421651,6.24092876018395e-10,"Rep:Block","700",2019
335,0.268553023437145,0.000801650816230283,NA,NA,"Residuals","700",2019
402,2.16989631800896,0.00539775203484815,5.65984585945631,2.67604558093756e-53,"taxa","750",2019
1,0.0314123998560699,0.0314123998560699,32.9376637002119,2.13161118356221e-08,"Rep","750",2019
2,0.0441574977575702,0.0220787488787851,23.1508069686797,3.82390759864461e-10,"Rep:Block","750",2019
335,0.319486957167387,0.000953692409454887,NA,NA,"Residuals","750",2019
402,3.31315736120487,0.00824168497812157,5.2749188054238,1.17506560951329e-49,"taxa","800",2019
1,0.0294376306537363,0.0294376306537363,18.8409423479209,1.8841320032469e-05,"Rep","800",2019
2,0.0639078253513439,0.0319539126756719,20.4514362447991,4.16710782743884e-09,"Rep:Block","800",2019
335,0.523413642847324,0.00156242878461888,NA,NA,"Residuals","800",2019
402,3.34979856821951,0.00833283225925252,5.31692305447722,4.61761421396236e-50,"taxa","850",2019
1,0.0291221335108473,0.0291221335108473,18.5819344782151,2.14273422084721e-05,"Rep","850",2019
2,0.0599094788693778,0.0299547394346889,19.1131946181096,1.37923313686155e-08,"Rep:Block","850",2019
335,0.525021479199132,0.00156722829611681,NA,NA,"Residuals","850",2019
402,3.31833649686554,0.00825456840016304,5.21434837872053,4.55642839042018e-49,"taxa","900",2019
1,0.0286257586919424,0.0286257586919424,18.0826750944394,2.7469350763805e-05,"Rep","900",2019
2,0.043645720872789,0.0218228604363945,13.7853357582343,1.76495159049875e-06,"Rep:Block","900",2019
335,0.53032137732484,0.00158304888753684,NA,NA,"Residuals","900",2019
402,3.5694112613601,0.00887913249094551,4.40970612180179,8.06310697311727e-41,"taxa","950",2019
1,0.028479025911386,0.028479025911386,14.1437392709767,0.000199825825353034,"Rep","950",2019
2,0.0265593855264422,0.0132796927632211,6.59518737143961,0.00155130657995017,"Rep:Block","950",2019
335,0.674536874409983,0.00201354290868652,NA,NA,"Residuals","950",2019
402,4.15642184591401,0.0103393578256567,3.60117911978371,1.1839477440385e-31,"taxa","1000",2019
1,0.0293459956922763,0.0293459956922763,10.2211557737219,0.0015207118035185,"Rep","1000",2019
2,0.0152271960645517,0.00761359803227585,2.65180204830725,0.0720042744314506,"Rep:Block","1000",2019
335,0.961819658613104,0.00287110345854658,NA,NA,"Residuals","1000",2019
402,4.79828397518492,0.0119360297890172,3.233877312362,3.52607206387528e-27,"taxa","1050",2019
1,0.0319683615837258,0.0319683615837258,8.66131880251518,0.00347708646802378,"Rep","1050",2019
2,0.0111850761421836,0.00559253807109178,1.51520918649731,0.221264396526863,"Rep:Block","1050",2019
335,1.23646310391418,0.00369093463854978,NA,NA,"Residuals","1050",2019
402,5.0335918799618,0.0125213728357259,3.27110053675299,1.21665891921351e-27,"taxa","1100",2019
1,0.0373205477889258,0.0373205477889258,9.74967086324236,0.00194981403538834,"Rep","1100",2019
2,0.0150178580445821,0.00750892902229105,1.96164287075415,0.142239207569664,"Rep:Block","1100",2019
335,1.28233903325146,0.00382787771119839,NA,NA,"Residuals","1100",2019
402,4.45137468197587,0.0110730713481987,3.79945317231861,5.48300443483598e-34,"taxa","1150",2019
1,0.0269648541997132,0.0269648541997132,9.25232915137638,0.00253759972014494,"Rep","1150",2019
2,0.0266883401502965,0.0133441700751483,4.57872506458913,0.0109188853628448,"Rep:Block","1150",2019
335,0.976319152627656,0.00291438553023181,NA,NA,"Residuals","1150",2019
402,3.78929028385446,0.0094260952334688,4.27965572057713,2.08414578420994e-39,"taxa","1200",2019
1,0.0019767783510072,0.0019767783510072,0.897501093365016,0.344135506264762,"Rep","1200",2019
2,0.0330708467212219,0.016535423360611,7.50744793306757,0.000646415624474685,"Rep:Block","1200",2019
335,0.737849516265811,0.00220253586945018,NA,NA,"Residuals","1200",2019
398,3.61073460680658,0.00907219750453915,3.99939264054199,2.04275331125472e-34,"taxa","1250",2019
1,3.58597984395121e-06,3.58597984395121e-06,0.00158084536738256,0.968310018525511,"Rep","1250",2019
2,0.0481225411565896,0.0240612705782948,10.6071840284313,3.49314319990504e-05,"Rep:Block","1250",2019
312,0.707738868327925,0.00226839380874335,NA,NA,"Residuals","1250",2019
398,3.31231498159091,0.00832239945123345,4.06045796633912,4.57988546258955e-35,"taxa","1300",2019
1,0.0011132063106743,0.0011132063106743,0.54312791146867,0.461693116853591,"Rep","1300",2019
2,0.0387089495492649,0.0193544747746324,9.44295353082559,0.000104305330214954,"Rep:Block","1300",2019
312,0.63948171617841,0.00204962088518721,NA,NA,"Residuals","1300",2019
398,3.01892412985341,0.00758523650716937,4.06007714787028,4.62262329745412e-35,"taxa","1350",2019
1,0.00649756621578611,0.00649756621578611,3.47789025227531,0.0631326520510817,"Rep","1350",2019
2,0.024661462641163,0.0123307313205815,6.60015286324985,0.00155800631664806,"Rep:Block","1350",2019
312,0.582893798330469,0.0018682493536233,NA,NA,"Residuals","1350",2019
398,2.9375227408743,0.00738071040420679,3.79481262736498,3.33360763886375e-32,"taxa","1400",2019
1,0.0128273409204099,0.0128273409204099,6.59521274165455,0.0106905734526478,"Rep","1400",2019
2,0.0185579350806513,0.00927896754032563,4.77080677367692,0.00910155352206094,"Rep:Block","1400",2019
312,0.606823543672961,0.00194494725536205,NA,NA,"Residuals","1400",2019
396,2.81937193964406,0.00711962611021228,3.94816346668332,1.92973978386075e-33,"taxa","1450",2019
1,0.013310070188917,0.013310070188917,7.38105232569663,0.0069653833154227,"Rep","1450",2019
2,0.0156193368717423,0.00780966843587114,4.33082399666869,0.0139698369537528,"Rep:Block","1450",2019
307,0.553605552120491,0.00180327541407326,NA,NA,"Residuals","1450",2019
396,2.57038613932873,0.00649087408921396,4.23524986935103,1.99346513209151e-36,"taxa","1500",2019
1,0.0138458846715495,0.0138458846715495,9.03434274648376,0.00286813822047441,"Rep","1500",2019
2,0.0161950610328148,0.0080975305164074,5.28358193215755,0.00554596981752029,"Rep:Block","1500",2019
307,0.470503136027256,0.00153258350497477,NA,NA,"Residuals","1500",2019
396,2.37183841620917,0.00598949095002316,4.16254432028862,1.11025862314915e-35,"taxa","1550",2019
1,0.0150161382644111,0.0150161382644111,10.4358352933067,0.00137001436234681,"Rep","1550",2019
2,0.0175192763791857,0.00875963818959283,6.08772640248032,0.00255396515836042,"Rep:Block","1550",2019
307,0.441742737175136,0.00143890142402324,NA,NA,"Residuals","1550",2019
396,2.32398151633958,0.00586864019277672,3.66257979071423,2.32517164754358e-30,"taxa","1600",2019
1,0.016227794781154,0.016227794781154,10.1276601156206,0.00161022233471715,"Rep","1600",2019
2,0.0192201011285542,0.00961005056427708,5.99756942464888,0.00278539422692708,"Rep:Block","1600",2019
307,0.491913526020716,0.00160232418899256,NA,NA,"Residuals","1600",2019
396,2.34017534148365,0.00590953369061527,3.38715180513781,2.78068267436374e-27,"taxa","1650",2019
1,0.0168003588251425,0.0168003588251425,9.62941726043694,0.00209304583371027,"Rep","1650",2019
2,0.0201172281969474,0.0100586140984737,5.76526925549733,0.00348377819297572,"Rep:Block","1650",2019
307,0.535620175117919,0.0017446911241626,NA,NA,"Residuals","1650",2019
212,0.035076389292818,0.000165454666475556,4.31767131381925,3.27906571333697e-08,"taxa","300",2020
1,0.00012841847202063,0.00012841847202063,3.35118231851074,0.0735012173204262,"Rep","300",2020
2,2.27542330352513e-05,1.13771165176257e-05,0.296894917916314,0.744505450040747,"Rep:Block","300",2020
47,0.00180105634707809,3.83203478101721e-05,NA,NA,"Residuals","300",2020
212,0.0895902836874593,0.000422595677771035,4.20279924307189,5.24521100268007e-08,"taxa","350",2020
1,2.11201968267366e-05,2.11201968267366e-05,0.210044616890357,0.648844576144705,"Rep","350",2020
2,0.000214273594645325,0.000107136797322663,1.0654970563537,0.352731460374955,"Rep:Block","350",2020
47,0.00472589712391811,0.000100551002636555,NA,NA,"Residuals","350",2020
212,0.126732912920855,0.000597796759060637,3.73491639212923,3.8968207211612e-07,"taxa","400",2020
1,1.13326908572127e-05,1.13326908572127e-05,0.0708044200775659,0.791332981116951,"Rep","400",2020
2,0.000550962204624629,0.000275481102312314,1.72115166091713,0.189941250237928,"Rep:Block","400",2020
47,0.00752264434487983,0.000160056262657018,NA,NA,"Residuals","400",2020
212,0.372930513283901,0.00175910619473538,1.82436534363206,0.00786614531404858,"taxa","450",2020
1,0.00163314839487697,0.00163314839487697,1.69373477368151,0.199452869376508,"Rep","450",2020
2,0.00430044290116756,0.00215022145058378,2.22999015484077,0.118785571792785,"Rep:Block","450",2020
47,0.045318768765889,0.000964229122678488,NA,NA,"Residuals","450",2020
212,0.759018956254105,0.00358027809553823,1.47717506276596,0.0561741614702305,"taxa","500",2020
1,0.00574198035178352,0.00574198035178352,2.36906462576663,0.130467280130359,"Rep","500",2020
2,0.00998215957871019,0.0049910797893551,2.05925305363805,0.138903457163232,"Rep:Block","500",2020
47,0.113915455745111,0.0024237331009598,NA,NA,"Residuals","500",2020
212,0.797891111548339,0.00376363731862424,1.39047984489741,0.0895947084835161,"taxa","550",2020
1,0.00541467039468067,0.00541467039468067,2.00045578603156,0.163842658114548,"Rep","550",2020
2,0.0094384450570251,0.00471922252851255,1.74352182581747,0.186024889993939,"Rep:Block","550",2020
47,0.127215762691181,0.00270671835513151,NA,NA,"Residuals","550",2020
212,0.919604679036316,0.00433775791998262,1.20674459907635,0.224450838321906,"taxa","600",2020
1,0.00184960039107714,0.00184960039107714,0.51455044830874,0.476725709189406,"Rep","600",2020
2,0.00951890431454109,0.00475945215727054,1.32405802520477,0.275793792468104,"Rep:Block","600",2020
47,0.168945957906279,0.00359459484906977,NA,NA,"Residuals","600",2020
212,1.05969679476059,0.00499856978660655,1.1556391723178,0.282774522076388,"taxa","650",2020
1,0.000270724759106276,0.000270724759106276,0.0625899306993388,0.803538663736139,"Rep","650",2020
2,0.0101400112811523,0.00507000564057616,1.17215471069769,0.318587249598439,"Rep:Block","650",2020
47,0.203292503056396,0.00432537240545524,NA,NA,"Residuals","650",2020
212,1.19473565155874,0.00563554552622048,1.26130287899626,0.173076579541531,"taxa","700",2020
1,0.000791514478892151,0.000791514478892151,0.177150461538981,0.675752068048109,"Rep","700",2020
2,0.0171213826041016,0.00856069130205082,1.9159856903359,0.158518979116012,"Rep:Block","700",2020
47,0.209997649369631,0.00446803509297087,NA,NA,"Residuals","700",2020
212,1.87514646272869,0.00884503048456931,1.35767884212574,0.106411403946764,"taxa","750",2020
1,0.00533740803188671,0.00533740803188671,0.819272016001133,0.370009751339685,"Rep","750",2020
2,0.0443517730499452,0.0221758865249726,3.4039149998252,0.0416323505480272,"Rep:Block","750",2020
47,0.306196443426829,0.00651481794525169,NA,NA,"Residuals","750",2020
212,2.97444936682871,0.0140304215416449,1.38818351014505,0.0906884975049805,"taxa","800",2020
1,0.0140166657117427,0.0140166657117427,1.38682249499794,0.244871316769454,"Rep","800",2020
2,0.0818319511529929,0.0409159755764965,4.04826629251305,0.0238714809088621,"Rep:Block","800",2020
47,0.475030720101556,0.0101070365979055,NA,NA,"Residuals","800",2020
212,3.22841916518007,0.0152283922885852,1.44432948090108,0.067167182878795,"taxa","850",2020
1,0.0178859188057111,0.0178859188057111,1.69638129452807,0.199108206440959,"Rep","850",2020
2,0.087530279716474,0.043765139858237,4.15088346393546,0.0218742406015466,"Rep:Block","850",2020
47,0.495547897503953,0.0105435722873181,NA,NA,"Residuals","850",2020
212,2.77331529153339,0.0130816759034594,1.45109906273604,0.0647490779420219,"taxa","900",2020
1,0.0187886879622814,0.0187886879622814,2.08415555417457,0.155467436206727,"Rep","900",2020
2,0.066775027549636,0.033387513774818,3.70354611314847,0.0320918712392865,"Rep:Block","900",2020
47,0.42370557824172,0.00901501230301532,NA,NA,"Residuals","900",2020
212,2.40544592943445,0.0113464430633701,1.43079779299707,0.0722542983838913,"taxa","950",2020
1,0.0209396809406962,0.0209396809406962,2.64051466249655,0.110857895927852,"Rep","950",2020
2,0.0422470336944233,0.0211235168472116,2.66369655375947,0.0801984232795517,"Rep:Block","950",2020
47,0.372717113898627,0.00793015135954525,NA,NA,"Residuals","950",2020
212,2.3360632528638,0.0110191662870934,1.42167725357153,0.0758819084524678,"taxa","1000",2020
1,0.026336236554149,0.026336236554149,3.39786400152321,0.0715916112601765,"Rep","1000",2020
2,0.024283369874731,0.0121416849373655,1.56650302262004,0.219478318098927,"Rep:Block","1000",2020
47,0.364288599393653,0.00775082126369475,NA,NA,"Residuals","1000",2020
212,2.16463306148796,0.0102105333089055,1.42878685218077,0.0730400714446175,"taxa","1050",2020
1,0.0243710469281761,0.0243710469281761,3.4103048657104,0.0710920107816626,"Rep","1050",2020
2,0.0153801199712223,0.00769005998561114,1.07609037329514,0.349175747853886,"Rep:Block","1050",2020
47,0.335875896944384,0.00714629567966775,NA,NA,"Residuals","1050",2020
212,1.57276076779727,0.00741868286696827,1.50846284435937,0.0472950615581532,"taxa","1100",2020
1,0.000709269103300884,0.000709269103300884,0.144217795553067,0.70583407438212,"Rep","1100",2020
2,0.00953985710221683,0.00476992855110841,0.969883754113939,0.38658497205738,"Rep:Block","1100",2020
47,0.231147950412786,0.00491804149814438,NA,NA,"Residuals","1100",2020
212,1.55989319375676,0.00735798676300358,1.30785843727682,0.137365445943799,"taxa","1150",2020
1,0.0135663105960439,0.0135663105960439,2.41136799334376,0.12716554968212,"Rep","1150",2020
2,0.00643781151382755,0.00321890575691378,0.572150125921143,0.568191860151707,"Rep:Block","1150",2020
47,0.264421108588201,0.00562598103379152,NA,NA,"Residuals","1150",2020
212,1.27876227566043,0.00603189752670015,1.34596075668948,0.11307445177808,"taxa","1200",2020
1,0.0136047702189401,0.0136047702189401,3.03577551465612,0.0879883831138667,"Rep","1200",2020
2,0.00538532606055825,0.00269266303027912,0.600842231437406,0.552506763899914,"Rep:Block","1200",2020
47,0.210629605912285,0.00448148097685713,NA,NA,"Residuals","1200",2020
212,1.03828600391515,0.00489757549016582,1.75765279737636,0.0115443677903071,"taxa","1250",2020
1,0.0210651900793687,0.0210651900793687,7.55992232169016,0.00844355734159848,"Rep","1250",2020
2,0.00616242339586121,0.00308121169793061,1.10579211510901,0.339404054957003,"Rep:Block","1250",2020
47,0.130962183419496,0.00278642943445737,NA,NA,"Residuals","1250",2020
212,0.996979269106081,0.00470273240144378,2.51484598785743,0.000160156457468509,"taxa","1300",2020
1,0.0308073427813082,0.0308073427813082,16.4746185358826,0.000185014724999544,"Rep","1300",2020
2,0.00750712561999047,0.00375356280999523,2.00726547187531,0.145711242599368,"Rep:Block","1300",2020
47,0.0878894468826567,0.00186998823154589,NA,NA,"Residuals","1300",2020
212,0.990445409859526,0.00467191231065814,2.7854375200007,3.79647509214286e-05,"taxa","1350",2020
1,0.0332034047628605,0.0332034047628605,19.7961783673146,5.26352331286786e-05,"Rep","1350",2020
2,0.00799007516354956,0.00399503758177478,2.38187851871747,0.103441210503761,"Rep:Block","1350",2020
47,0.0788313782033343,0.00167726336602839,NA,NA,"Residuals","1350",2020
212,0.945678993610977,0.0044607499698631,2.71447985159844,5.50581501572784e-05,"taxa","1400",2020
1,0.0306835410682465,0.0306835410682465,18.6717154218811,7.98953019079621e-05,"Rep","1400",2020
2,0.00770317398182454,0.00385158699091227,2.34378867996291,0.107083980024931,"Rep:Block","1400",2020
47,0.0772358831324937,0.00164331666239348,NA,NA,"Residuals","1400",2020
