"Df","Sum Sq","Mean Sq","F value","Pr(>F)","factor","GDD","Year"
2,0.00161415530725204,0.00080707765362602,1.19764240118192,0.30328918312079,"Rep:Block","19",2019
396,0.0116806659923279,2.94966312937574e-05,1.17746831174538,0.0658483484658136,"taxa","23",2019
1,5.81023726742996e-06,5.81023726742996e-06,0.231937342199777,0.630434135964341,"Rep","23",2019
2,9.3414813995419e-06,4.67074069977095e-06,0.186450076674473,0.829993896607467,"Rep:Block","23",2019
1,2.11463827634173e-05,2.11463827634173e-05,0.0637052449554974,0.800901589237589,"Rep","24",2019
2,0.000731034118417315,0.000365517059208657,1.1011506815522,0.333797802554364,"Rep:Block","24",2019
1,9.49383766761973e-05,9.49383766761973e-05,0.161182298014364,0.688349645899012,"Rep","25",2019
2,0.00131714629220932,0.000658573146104659,1.11809719963657,0.328228671316193,"Rep:Block","25",2019
1,9.40127423878832e-05,9.40127423878832e-05,0.207288469110493,0.649222849366447,"Rep","26",2019
2,0.00101801087290324,0.00050900543645162,1.12230486007579,0.326860461824033,"Rep:Block","26",2019
1,1.98530152345208e-05,1.98530152345208e-05,0.231700270415756,0.630608870291533,"Rep","27",2019
2,0.000192612515610174,9.6306257805087e-05,1.12396961935373,0.326320716472866,"Rep:Block","27",2019
1,0.000181522585966526,0.000181522585966526,1.73568968533025,0.194072428314089,"Rep","1",2020
2,0.000417581759572806,0.000208790879786403,1.99642471214638,0.147174161010239,"Rep:Block","1",2020
212,0.0241692867627291,0.000114006069635514,1.40561654896483,0.0826806210188254,"taxa","2",2020
1,0.000253578728673961,0.000253578728673961,3.12645158831567,0.0835217255978924,"Rep","2",2020
2,0.00040028608981445,0.000200143044907225,2.46762630254003,0.095705484539611,"Rep:Block","2",2020
212,0.463236713792732,0.00218507883864496,1.07819310806196,0.390415550457783,"taxa","3",2020
1,0.00548957246210123,0.00548957246210123,2.7087440005207,0.10647156494451,"Rep","3",2020
2,0.00778774083594354,0.00389387041797177,1.92136968886077,0.157731895838857,"Rep:Block","3",2020
212,0.322523048218331,0.00152133513310534,1.05410406293849,0.428290522531695,"taxa","4",2020
1,0.00500234395949098,0.00500234395949098,3.46602860682779,0.0689010877842104,"Rep","4",2020
2,0.00477912036381712,0.00238956018190856,1.65568061998569,0.201904996289461,"Rep:Block","4",2020
212,0.0490993055419767,0.000231600497839513,0.925223354102962,0.652215987913374,"taxa","5",2020
1,1.9209146617728e-05,1.9209146617728e-05,0.076738829272403,0.782981218952686,"Rep","5",2020
2,3.28729004248298e-05,1.64364502124149e-05,0.0656621541703888,0.936532934326609,"Rep:Block","5",2020
212,0.211773234484036,0.000998930351339792,0.986979862195474,0.542174011279591,"taxa","6",2020
1,0.00373992503451649,0.00373992503451649,3.69518324299358,0.0606428600676107,"Rep","6",2020
2,6.60216792547342e-05,3.30108396273671e-05,0.0326159215231343,0.967932129383563,"Rep:Block","6",2020
212,0.108922084678754,0.000513783418296011,1.14205139153747,0.300000202464264,"taxa","7",2020
2,5.76045391819539e-05,2.88022695909769e-05,0.0640224477755744,0.938065600582936,"Rep:Block","7",2020
212,0.186095322822437,0.000877808126520929,1.20306226007224,0.228315375091417,"taxa","8",2020
1,0.000545703751881521,0.000545703751881521,0.747903293707808,0.391533543347492,"Rep","8",2020
212,1.12358995097975,0.00529995259896109,1.20973980779781,0.221345462851926,"taxa","9",2020
1,0.00807255508753018,0.00807255508753018,1.84259973229577,0.181129125587537,"Rep","9",2020
212,0.921561020343166,0.00434698594501493,1.22280309888637,0.208197035832424,"taxa","10",2020
1,0.00822084349388852,0.00822084349388852,2.31251562046452,0.135035850269547,"Rep","10",2020
212,0.102737770924404,0.000484612127001907,0.882094411402439,0.727290086176752,"taxa","11",2020
1,0.000942029206826129,0.000942029206826129,1.71468820613301,0.196743600268112,"Rep","11",2020
2,0.000394590884662975,0.000197295442331488,0.359118555601256,0.700190923323887,"Rep:Block","11",2020
212,0.343920394478532,0.00162226601169119,1.43475813316431,0.0707296343020545,"taxa","12",2020
1,4.44512275039798e-05,4.44512275039798e-05,0.0393133800072566,0.843684263540836,"Rep","12",2020
2,0.00562347608080561,0.00281173804040281,2.48674631208593,0.0940643273427774,"Rep:Block","12",2020
1,0.000233091196046907,0.000233091196046907,0.134174180667414,0.715786551991396,"Rep","13",2020
1,0.0012360756480403,0.0012360756480403,1.08451960124078,0.303016186451969,"Rep","14",2020
212,0.148160952386962,0.00069887241691963,1.06809155644259,0.406067582432289,"taxa","15",2020
1,0.000152381324928988,0.000152381324928988,0.232885434559801,0.63163264551503,"Rep","15",2020
212,1.95037716522529,0.00919989228879854,0.993604230607759,0.53052394215867,"taxa","16",2020
2,0.00539139934777808,0.00269569967388904,0.291140212987635,0.748748965508946,"Rep:Block","16",2020
212,0.566751433915161,0.00267335582035453,0.910807840834914,0.67769179451246,"taxa","17",2020
2,0.00184096408037514,0.000920482040187571,0.313606686086169,0.732323748750901,"Rep:Block","17",2020
212,0.213539234454778,0.00100726053988103,1.41258687329568,0.0796640265449757,"taxa","18",2020
1,1.08876297138597e-07,1.08876297138597e-07,0.00015268862629046,0.990193315225516,"Rep","18",2020
2,0.000314151342973923,0.000157075671486962,0.220283653405895,0.803114796366698,"Rep:Block","18",2020
212,0.427036244291525,0.0020143219070355,1.23571082850589,0.195827648897789,"taxa","19",2020
1,0.00324877931495385,0.00324877931495385,1.9930040798805,0.164613624057188,"Rep","19",2020
2,0.000124624041125682,6.23120205628411e-05,0.0382260840666254,0.962525203540933,"Rep:Block","19",2020
212,0.350677874716267,0.00165414091847296,1.22161784631804,0.209363672769837,"taxa","20",2020
1,0.00369218734653776,0.00369218734653776,2.72675798301636,0.105346490329256,"Rep","20",2020
2,0.000265248168119992,0.000132624084059996,0.0979456744766592,0.906882735152752,"Rep:Block","20",2020
1,0.000179442537895779,0.000179442537895779,1.00230252227668,0.321880705790384,"Rep","21",2020
2,3.27071987663733e-05,1.63535993831866e-05,0.0913454195548131,0.912864020357835,"Rep:Block","21",2020
212,0.0512817972543709,0.000241895270067787,1.20849911046522,0.222627664526148,"taxa","22",2020
1,0.000198857042373964,0.000198857042373964,0.993481843408246,0.323997014925636,"Rep","22",2020
2,3.94210338593128e-05,1.97105169296564e-05,0.0984729555465235,0.906406668116623,"Rep:Block","22",2020
212,0.0929556587619585,0.000438470088499804,1.03698908364856,0.456288068074348,"taxa","23",2020
1,0.000161025468268738,0.000161025468268738,0.380827922277196,0.54013873109651,"Rep","23",2020
2,6.12642018828233e-05,3.06321009414117e-05,0.0724454304149846,0.930220157305214,"Rep:Block","23",2020
1,0.000270208498909953,0.000270208498909953,3.06199666821813,0.081042608669301,"Rep","1",2021
2,0.000331999023635965,0.000165999511817982,1.88110275643804,0.154000183786637,"Rep:Block","1",2021
1,0.00015236739686687,0.00015236739686687,3.06199666821817,0.081042608669299,"Rep","2",2021
2,0.000187210347556869,9.36051737784343e-05,1.88110275643798,0.154000183786647,"Rep:Block","2",2021
2,4.66403336478068e-05,2.33201668239034e-05,0.256026928834996,0.774269795651602,"Rep:Block","7",2021
2,0.000462788138465241,0.000231394069232621,0.264680169334482,0.767608884841101,"Rep:Block","8",2021
2,0.000332278941385703,0.000166139470692852,0.267554610457703,0.765409035016003,"Rep:Block","9",2021
1,0.000363218623240748,0.000363218623240748,1.49277101347375,0.222630957515941,"Rep","10",2021
2,0.00109615164681952,0.000548075823409762,2.25250482773172,0.106697721464245,"Rep:Block","10",2021
1,0.000794918111625627,0.000794918111625627,0.41189635291392,0.521439731878312,"Rep","11",2021
2,0.00659704606580095,0.00329852303290047,1.70916926836123,0.182563111560437,"Rep:Block","11",2021
1,4.1979880642292e-05,4.1979880642292e-05,0.594719364011466,0.441133978311022,"Rep","12",2021
2,0.000167752019022286,8.38760095111429e-05,1.1882522358111,0.306012056577588,"Rep:Block","12",2021
1,3.34595218489105e-05,3.34595218489105e-05,0.0774545132827039,0.780945757940697,"Rep","13",2021
2,0.00119874617378502,0.00059937308689251,1.38747203052224,0.251111785160071,"Rep:Block","13",2021
1,2.09062274180681e-05,2.09062274180681e-05,0.0254925946587765,0.873240285921498,"Rep","14",2021
2,0.00213641717359839,0.00106820858679919,1.3025500952296,0.273186704859546,"Rep:Block","14",2021
1,1.40021416743854e-05,1.40021416743854e-05,0.0240904404434372,0.876746844099947,"Rep","15",2021
2,0.0012724018302345,0.00063620091511725,1.09457257411767,0.335855563712803,"Rep:Block","15",2021
1,0.000374656051602167,0.000374656051602167,2.20349116624251,0.138622324293151,"Rep","16",2021
2,0.00034014015557265,0.000170070077786325,1.00024519140098,0.36886571155917,"Rep:Block","16",2021
1,0.00313796082686265,0.00313796082686265,1.90236179871445,0.168718088544919,"Rep","17",2021
2,0.0028353550441923,0.00141767752209615,0.859454821055968,0.424307900378301,"Rep:Block","17",2021
1,0.00108644091121069,0.00108644091121069,1.8116534025495,0.179204154050078,"Rep","18",2021
2,0.00179802959697057,0.000899014798485287,1.49911808531147,0.224795095243717,"Rep:Block","18",2021
389,2.10352112370813,0.00540750931544507,1.15442624848108,0.0864675917134388,"taxa","19",2021
1,1.14994514207636e-06,1.14994514207636e-06,0.000245496915286772,0.987508147070415,"Rep","19",2021
1,1.17318396087192e-05,1.17318396087192e-05,0.220131541017071,0.639245823681633,"Rep","23",2021
2,0.000206330715266255,0.000103165357633127,1.9357534634619,0.145931138064257,"Rep:Block","23",2021
1,0.000302883620648419,0.000302883620648419,3.41054406228039,0.0656655055140271,"Rep","24",2021
2,0.00029683603168813,0.000148418015844065,1.67122336159598,0.189585248171384,"Rep:Block","24",2021
1,0.000307994655707447,0.000307994655707447,1.59422321044472,0.207604611257117,"Rep","25",2021
2,0.0011171886070499,0.000558594303524949,2.89136187073178,0.0568910517167048,"Rep:Block","25",2021
1,0.000266507198757061,0.000266507198757061,1.02480803290862,0.3121140236725,"Rep","26",2021
1,0.000188495518600714,0.000188495518600714,0.774413149565495,0.37948799038813,"Rep","27",2021
